Input,Output,Time,Delta_t,TrueState_1,TrueState_2
-0.784225478919101,-0.0325075381189019,0.297220793218358,0,-0.0325075381189019,-0.210275610876559
0.486973731482002,-0.122669849611802,0.605480222810732,0.308259429592374,-0.122669849611802,-0.361504447771424
-1.01945055256344,-0.19186843402486,0.940308869922792,0.33482864711206,-0.19186843402486,-0.052755334538354
1.25393575864047,-0.233283677365433,1.24184741779721,0.301538547874414,-0.233283677365433,-0.213689848924878
-0.567028293645942,-0.217450715373255,1.54513713894888,0.303289721151672,-0.217450715373255,0.303319543122682
-0.0044646131770937,-0.140221293446551,1.84922114944402,0.304084010495137,-0.140221293446551,0.19943202437525
-0.666979931219322,-0.0760648843026809,2.14315130439943,0.293930154955414,-0.0760648843026809,0.230041134737686
-1.06890698371243,-0.0355191104637851,2.44544685960016,0.302295555200735,-0.0355191104637851,0.0389534604058807
-0.365905542223874,-0.065075651938488,2.73686502920068,0.291418169600519,-0.065075651938488,-0.232290125716145
-1.03505005203431,-0.138052080018494,3.03783265754275,0.300967628342066,-0.138052080018494,-0.244998977021737
-0.622676656394589,-0.233275726196693,3.33017205153905,0.292339393996299,-0.233275726196693,-0.393526989138314
-0.437262614257797,-0.341157829083707,3.61570504476471,0.285532993225657,-0.341157829083707,-0.352798793169383
-0.58450183672617,-0.425154314261556,3.91082997514551,0.295124930380801,-0.425154314261556,-0.211635055637799
-0.495805097845229,-0.473128581439818,4.23318967614658,0.322359701001072,-0.473128581439818,-0.0842808807396338
-0.0887336256687015,-0.475949755654224,4.54920399506336,0.316014318916785,-0.475949755654224,0.0628304933567725
0.504886808961018,-0.421971238204885,4.85121778241432,0.302013787350954,-0.421971238204885,0.28359287602633
-0.442708619358209,-0.293494183840061,5.14246315026877,0.291245367854451,-0.293494183840061,0.578927319636776
-0.342156776015405,-0.139516912636858,5.42507652787013,0.282613377601366,-0.139516912636858,0.498118391588873
-0.378773985595247,-0.00937187342530004,5.72016211787662,0.295085590006486,-0.00937187342530004,0.374181670661168
-0.582476399631264,0.0763610770599462,6.01904410712568,0.298881989249057,0.0763610770599462,0.195414287073727
0.42174496194401,0.0983874067391008,6.31384413892638,0.294800031800704,0.0983874067391008,-0.0422793026672653
-0.00757397634184844,0.0966176907810628,6.61964111009241,0.305796971166034,0.0966176907810628,0.0290556548610943
0.131396640606665,0.095515795630672,6.93426433571968,0.314623225627262,0.095515795630672,-0.0342703028215502
-0.604770998178009,0.0834959134557282,7.2398589611789,0.30559462545922,0.0834959134557282,-0.0429460830977719
1.98441612601384,0.0371663339485718,7.5486639411839,0.308804980005007,0.0371663339485718,-0.247040075043311
0.929114469553871,0.0522046963618276,7.85236587245654,0.303701931272636,0.0522046963618276,0.329846617792574
0.704303203123048,0.168948532180553,8.1372597519016,0.284893879445061,0.168948532180553,0.475097645824114
