Input,Output,Time,Delta_t,TrueState_1,TrueState_2
1.83972043756371,0.323970806043832,0.647327242933988,0,0.323970806043832,0.881351835828869
0.555971301261462,0.594125597236094,0.929117683477724,0.281790440543737,0.594125597236094,1.00764045426818
-0.5165376059667,0.968081303227698,1.7016767456405,0.772559062162772,0.968081303227698,-0.0657802871227265
-1.72585910636193,0.961796516637766,1.7516767456405,0.05,0.961796516637766,-0.185013680565985
0.167958261507766,0.342736858683735,2.33598202288513,0.584305277244632,0.342736858683735,-1.73501132434124
0.717702759563437,-0.479203675640958,2.8869008475811,0.550918824695976,-0.479203675640958,-1.12505260998692
0.913853685501312,-0.65269971152519,3.07860283335998,0.191701985778875,-0.65269971152519,-0.68100346314437
0.343491204805975,-0.683549869499036,3.12860283335998,0.0499999999999998,-0.683549869499036,-0.553043793394462
-0.351452454246112,-0.760802261781655,3.39396384323993,0.265361009879955,-0.760802261781655,-0.0338853849936476
1.46567680491921,-0.761024130024504,3.44396384323993,0.0499999999999998,-0.761024130024504,0.0247692187403831
-0.257048838675632,-0.124139710593798,4.15816727637815,0.714203433138218,-0.124139710593798,1.51326814639009
-2.83035799517511,-0.0494858959962133,4.20816727637815,0.0499999999999998,-0.0494858959962133,1.4717810566333
0.215740661365952,-0.14675498215845,5.15260273220564,0.944435455827489,-0.14675498215845,-1.40642531425473
-0.43552985030164,-0.62962568398877,5.60247170696632,0.449868974760678,-0.62962568398877,-0.694468594653692
-1.77814043126463,-0.669461264343312,6.69385387370651,1.09138216674019,-0.669461264343312,0.517349419584493
0.493454911560026,-0.508807347814084,7.18509661186134,0.491242738154837,-0.508807347814084,0.126484407167906
1.8574932502565,-0.368531082634784,7.5625088442133,0.377412232351961,-0.368531082634784,0.584641627646415
0.224062076948823,0.580009517570345,8.35105431500459,0.788545470791284,0.580009517570345,1.50431982828255
-1.52912888561464,0.653074060520923,8.40105431500459,0.0500000000000007,0.653074060520923,1.41735419069302
-0.795636693332855,0.719492949078733,8.45105431500459,0.0500000000000007,0.719492949078733,1.23908583065763
0.196827644937332,0.800817604193881,8.52263570181913,0.0715813868145414,0.800817604193881,1.03245353279531
-3.18105297484897,0.850014541260665,8.57263570181913,0.0500000000000007,0.850014541260665,0.935051929895946
1.04379221826181,0.879765403250998,8.89879985745974,0.32616415564061,0.879765403250998,-0.710838346626596
-0.300488820959731,0.17058626472009,10.081584274304,1.18278441684425,0.17058626472009,-0.246856499788236
-2.06180451806998,0.0538394656921747,10.442945157822,0.361360883518003,0.0538394656921747,-0.381119931944032
0.700563517535741,-0.318656001956625,10.9225502375779,0.479605079755943,-0.318656001956625,-1.08376186996941
-0.108757984633645,-0.59792359590794,11.3400329814514,0.417482743873483,-0.59792359590794,-0.244523795288466
-0.640131756748113,-0.213178615005592,12.544260971986,1.20422799053453,-0.213178615005592,0.626108429835071
0.89138927734353,-0.182551098655191,12.594260971986,0.0500000000000007,-0.182551098655191,0.598605736167118
-0.0763613413878354,0.302289087941211,13.2142510254122,0.619990053426248,0.302289087941211,0.850730702684662
-0.995735722399503,0.343420862268077,13.2642510254122,0.0500000000000007,0.343420862268077,0.794022110999167
1.27433128166551,0.467033245522891,13.8126712525491,0.548420227136932,0.467033245522891,-0.31440591399078
0.112368432631181,0.379022293575945,14.5155401493868,0.702868896837709,0.379022293575945,0.0621372053404921
